date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,weekend_flag,marketing_push_flag,weather_disruption_index,weekend_flag_raw,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,holiday_peak_flag_calendar,prime_event_flag_calendar,marketing_push_flag_calendar,weather_disruption_index_calendar,weekend_flag_calendar,revenue_usd,gross_margin_usd,month
2025-08-23,SKU-103472,South,59,91.68,0,0,1,0,0.7,1970-05-25,Pet,119.39,197.26,0.68,0.987,0.0,0.0,0.0,0.1890909090909091,1.0,5409.120000000001,-1634.8899999999996,2025-08
2025-08-23,SKU-103852,North,88,44.43,0,0,1,0,0.01,1970-06-10,Electronics,50.98,190.65,0.55,0.959,0.0,0.0,0.0,0.1890909090909091,1.0,3909.84,-576.3999999999997,2025-08
2025-08-23,SKU-104436,East,87,94.16,0,0,1,0,1.45,1970-07-04,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,0.0,0.1890909090909091,1.0,8191.92,-192.2700000000007,2025-08
2025-08-24,SKU-101371,West,23,186.02,0,0,1,0,-0.77,1970-02-27,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,0.0,0.2822222222222222,1.0,4278.46,2855.9100000000003,2025-08
2025-08-24,SKU-101891,East,74,187.51,0,0,1,0,-0.16,1970-03-20,Toys,14.98,175.66,1.79,0.972,0.0,0.0,0.0,0.2822222222222222,1.0,13875.74,12767.22,2025-08
2025-08-24,SKU-102612,West,55,196.97,0,0,1,0,1.12,1970-04-19,Toys,22.32,198.29,0.86,0.968,0.0,0.0,0.0,0.2822222222222222,1.0,10833.35,9605.75,2025-08
2025-08-24,SKU-103090,East,34,103.41,0,0,1,0,1.23,1970-05-09,Kitchen,30.06,129.52,0.22,0.931,0.0,0.0,0.0,0.2822222222222222,1.0,3515.94,2493.8999999999996,2025-08
2025-08-24,SKU-103223,South,49,159.73,0,0,1,0,0.53,1970-05-15,Toys,14.98,175.66,1.79,0.972,0.0,0.0,0.0,0.2822222222222222,1.0,7826.7699999999995,7092.75,2025-08
2025-08-24,SKU-103387,North,30,181.37,0,0,1,0,-0.24,1970-05-22,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,0.0,0.2822222222222222,1.0,5441.1,3585.6000000000004,2025-08
2025-08-24,SKU-103580,South,41,193.78,0,0,1,0,1.04,1970-05-30,Pet,119.39,197.26,0.68,0.987,0.0,0.0,0.0,0.2822222222222222,1.0,7944.9800000000005,3049.9900000000002,2025-08
2025-08-24,SKU-103831,West,44,173.91,0,0,1,0,-0.29,1970-06-09,Electronics,54.03,86.74,0.58,0.976,0.0,0.0,0.0,0.2822222222222222,1.0,7652.04,5274.719999999999,2025-08
2025-08-24,SKU-104497,East,35,124.99,0,0,1,0,0.64,1970-07-07,Electronics,54.03,86.74,0.58,0.976,0.0,0.0,0.0,0.2822222222222222,1.0,4374.65,2483.6,2025-08
2025-08-24,SKU-104810,South,39,30.88,0,0,1,0,1.67,1970-07-20,Electronics,112.48,134.55,0.33,0.966,0.0,0.0,0.0,0.2822222222222222,1.0,1204.32,-3182.4000000000005,2025-08
2025-08-25,SKU-101385,East,64,188.05,0,0,0,0,-0.34,1970-02-27,Home,85.74,189.02,1.49,0.954,0.0,0.0,1.0,-0.1618181818181818,0.0,12035.2,6547.840000000001,2025-08
2025-08-25,SKU-101562,East,25,110.65,0,0,0,0,0.18,1970-03-07,Pet,39.01,44.01,0.77,0.983,0.0,0.0,1.0,-0.1618181818181818,0.0,2766.25,1791.0000000000005,2025-08
2025-08-25,SKU-101691,West,79,180.75,0,0,0,1,0.11,1970-03-12,Home,85.74,189.02,1.49,0.954,0.0,0.0,1.0,-0.1618181818181818,0.0,14279.25,7505.79,2025-08
2025-08-25,SKU-102271,South,28,102.94,0,0,0,0,1.37,1970-04-05,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,1.0,-0.1618181818181818,0.0,2882.3199999999997,1150.52,2025-08
2025-08-25,SKU-102843,North,68,194.35,0,0,0,1,-0.04,1970-04-29,Home,85.74,189.02,1.49,0.954,0.0,0.0,1.0,-0.1618181818181818,0.0,13215.8,7385.48,2025-08
2025-08-25,SKU-103118,North,57,125.09,0,0,0,0,1.23,1970-05-10,Electronics,112.48,134.55,0.33,0.966,0.0,0.0,1.0,-0.1618181818181818,0.0,7130.13,718.77,2025-08
2025-08-25,SKU-103661,South,37,163.99,0,0,0,0,-0.39,1970-06-02,Kitchen,40.39,32.87,0.64,0.972,0.0,0.0,1.0,-0.1618181818181818,0.0,6067.63,4573.200000000001,2025-08
2025-08-25,SKU-103718,North,51,123.63,0,0,0,0,-1.3,1970-06-04,Pet,68.29,97.95,0.38,0.978,0.0,0.0,1.0,-0.1618181818181818,0.0,6305.13,2822.3399999999992,2025-08
2025-08-25,SKU-103727,North,81,80.58,0,0,0,0,0.66,1970-06-05,Toys,14.98,175.66,1.79,0.972,0.0,0.0,1.0,-0.1618181818181818,0.0,6526.98,5313.599999999999,2025-08
2025-08-25,SKU-103863,North,39,121.11,0,0,0,0,-0.29,1970-06-10,Kitchen,38.64,161.51,0.29,0.933,0.0,0.0,1.0,-0.1618181818181818,0.0,4723.29,3216.33,2025-08
2025-08-25,SKU-104598,East,42,88.26,0,0,0,0,0.71,1970-07-11,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,-0.1618181818181818,0.0,3706.92,-340.62,2025-08
2025-08-26,SKU-102599,South,33,32.15,0,0,0,0,-0.14,1970-04-19,Kitchen,40.39,32.87,0.64,0.972,0.0,0.0,1.0,0.2872727272727273,0.0,1060.95,-271.9200000000001,2025-08
2025-08-26,SKU-102838,West,48,179.68,0,0,0,0,-0.43,1970-04-29,Kitchen,30.06,129.52,0.22,0.931,0.0,0.0,1.0,0.2872727272727273,0.0,8624.64,7181.76,2025-08
2025-08-26,SKU-103408,East,60,30.26,0,0,0,0,-1.75,1970-05-23,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,1.0,0.2872727272727273,0.0,1815.6000000000001,-3157.1999999999994,2025-08
2025-08-26,SKU-103494,West,41,31.13,0,0,0,0,0.3,1970-05-26,Toys,22.32,198.29,0.86,0.968,0.0,0.0,1.0,0.2872727272727273,0.0,1276.33,361.2099999999999,2025-08
2025-08-26,SKU-103502,East,48,160.0,0,0,0,0,0.3,1970-05-26,Pet,68.29,97.95,0.38,0.978,0.0,0.0,1.0,0.2872727272727273,0.0,7680.0,4402.08,2025-08
2025-08-26,SKU-103752,North,76,151.57,0,0,0,0,0.66,1970-06-06,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,0.2872727272727273,0.0,11519.32,4195.199999999999,2025-08
2025-08-26,SKU-104010,North,73,192.16,0,0,0,1,-1.16,1970-06-17,Pet,39.01,44.01,0.77,0.983,0.0,0.0,1.0,0.2872727272727273,0.0,14027.68,11179.95,2025-08
2025-08-26,SKU-104376,North,49,150.62,0,0,0,1,1.22,1970-07-02,Toys,22.32,198.29,0.86,0.968,0.0,0.0,1.0,0.2872727272727273,0.0,7380.38,6286.700000000001,2025-08
2025-08-26,SKU-104615,East,43,130.81,0,0,0,0,0.71,1970-07-12,Kitchen,40.39,32.87,0.64,0.972,0.0,0.0,1.0,0.2872727272727273,0.0,5624.83,3888.06,2025-08
2025-08-27,SKU-101619,North,35,100.47,0,0,0,0,0.18,1970-03-09,Home,85.74,189.02,1.49,0.954,0.0,0.0,1.0,0.23,0.0,3516.45,515.5500000000002,2025-08
2025-08-27,SKU-101704,North,41,150.68,0,0,0,0,-0.63,1970-03-13,Kitchen,30.06,129.52,0.22,0.931,0.0,0.0,1.0,0.23,0.0,6177.88,4945.42,2025-08
2025-08-27,SKU-101916,East,37,190.15,0,0,0,0,0.31,1970-03-21,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,0.23,0.0,7035.55,3469.86,2025-08
2025-08-27,SKU-102006,North,34,125.06,0,0,0,0,1.12,1970-03-25,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,0.23,0.0,4252.04,975.4599999999999,2025-08
2025-08-27,SKU-102088,East,48,32.61,0,0,0,0,0.52,1970-03-29,Electronics,50.98,190.65,0.55,0.959,0.0,0.0,1.0,0.23,0.0,1565.28,-881.7599999999999,2025-08
2025-08-27,SKU-102162,North,64,158.37,0,0,0,0,1.3,1970-04-01,Toys,22.32,198.29,0.86,0.968,0.0,0.0,1.0,0.23,0.0,10135.68,8707.2,2025-08
2025-08-27,SKU-102573,East,70,161.74,0,0,0,0,0.64,1970-04-18,Home,85.74,189.02,1.49,0.954,0.0,0.0,1.0,0.23,0.0,11321.800000000001,5320.000000000001,2025-08
2025-08-27,SKU-104441,South,39,203.14,0,0,0,0,0.42,1970-07-05,Toys,119.1,158.8,0.61,0.973,0.0,0.0,1.0,0.23,0.0,7922.459999999999,3277.5599999999995,2025-08
2025-08-28,SKU-101703,South,42,33.13,0,0,0,0,-0.8,1970-03-12,Kitchen,38.64,161.51,0.29,0.933,0.0,0.0,0.0,0.048181818181818166,0.0,1391.46,-231.4199999999999,2025-08
2025-08-28,SKU-101810,East,36,104.39,0,0,0,0,-1.07,1970-03-17,Pet,68.29,97.95,0.38,0.978,0.0,0.0,0.0,0.048181818181818166,0.0,3758.04,1299.6,2025-08
2025-08-28,SKU-102103,South,50,156.77,0,0,0,0,1.66,1970-03-29,Electronics,54.03,86.74,0.58,0.976,0.0,0.0,0.0,0.048181818181818166,0.0,7838.500000000001,5137.0,2025-08
2025-08-28,SKU-102304,West,48,175.7,0,0,0,0,1.89,1970-04-07,Electronics,50.98,190.65,0.55,0.959,0.0,0.0,0.0,0.048181818181818166,0.0,8433.599999999999,5986.5599999999995,2025-08
2025-08-28,SKU-103063,South,47,200.49,0,0,0,0,-0.55,1970-05-08,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,0.0,0.048181818181818166,0.0,9423.03,6516.080000000001,2025-08
2025-08-28,SKU-104563,South,64,80.18,0,0,0,0,-0.47,1970-07-10,Electronics,47.52,108.9,0.08,0.975,0.0,0.0,0.0,0.048181818181818166,0.0,5131.52,2090.2400000000002,2025-08
2025-08-28,SKU-104751,East,49,119.22,0,0,0,0,2.11,1970-07-17,Home,85.74,189.02,1.49,0.954,0.0,0.0,0.0,0.048181818181818166,0.0,5841.78,1640.5200000000002,2025-08
2025-08-29,SKU-101761,East,58,163.96,0,0,0,0,-0.63,1970-03-15,Electronics,54.03,86.74,0.58,0.976,0.0,0.0,0.0,0.6711111111111111,0.0,9509.68,6375.9400000000005,2025-08
2025-08-29,SKU-102263,South,25,123.86,0,0,0,0,-0.56,1970-04-05,Toys,119.1,158.8,0.61,0.973,0.0,0.0,0.0,0.6711111111111111,0.0,3096.5,119.00000000000013,2025-08
2025-08-29,SKU-102665,West,67,41.4,0,0,0,0,-0.14,1970-04-22,Toys,14.98,175.66,1.79,0.972,0.0,0.0,0.0,0.6711111111111111,0.0,2773.7999999999997,1770.1399999999999,2025-08
2025-08-29,SKU-102939,East,90,166.0,0,0,0,1,-0.04,1970-05-03,Home,118.88,33.69,0.21,0.975,0.0,0.0,0.0,0.6711111111111111,0.0,14940.0,4240.8,2025-08
2025-08-29,SKU-102986,South,79,73.23,0,0,0,0,-0.41,1970-05-05,Pet,119.39,197.26,0.68,0.987,0.0,0.0,0.0,0.6711111111111111,0.0,5785.17,-3646.64,2025-08
2025-08-29,SKU-104143,East,59,41.41,0,0,0,0,-0.48,1970-06-22,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,0.0,0.6711111111111111,0.0,2443.1899999999996,-1205.9600000000003,2025-08
2025-08-29,SKU-104577,East,41,157.83,0,0,0,0,1.45,1970-07-10,Home,118.88,33.69,0.21,0.975,0.0,0.0,0.0,0.6711111111111111,0.0,6471.030000000001,1596.9500000000007,2025-08
2025-08-29,SKU-104905,South,32,160.95,0,0,0,0,-2.06,1970-07-24,Electronics,47.52,108.9,0.08,0.975,0.0,0.0,0.0,0.6711111111111111,0.0,5150.4,3629.7599999999993,2025-08
2025-08-30,SKU-101609,South,44,182.73,0,0,1,0,-0.01,1970-03-09,Kitchen,40.39,32.87,0.64,0.972,0.0,0.0,1.0,0.333,1.0,8040.12,6262.959999999999,2025-08
2025-08-30,SKU-101855,North,61,167.53,0,0,1,0,-1.07,1970-03-19,Toys,14.98,175.66,1.79,0.972,0.0,0.0,1.0,0.333,1.0,10219.33,9305.550000000001,2025-08
2025-08-30,SKU-102418,North,54,152.26,0,0,1,0,1.24,1970-04-11,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,1.0,0.333,1.0,8222.039999999999,3746.5199999999995,2025-08
2025-08-30,SKU-102666,North,37,80.25,0,0,1,0,0.31,1970-04-22,Toys,22.32,198.29,0.86,0.968,0.0,0.0,1.0,0.333,1.0,2969.25,2143.41,2025-08
2025-08-30,SKU-102834,East,57,164.49,0,0,1,0,-0.62,1970-04-29,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,0.333,1.0,9375.93,3882.84,2025-08
2025-08-30,SKU-102974,East,35,124.51,0,0,1,1,-0.04,1970-05-04,Electronics,112.48,134.55,0.33,0.966,0.0,0.0,1.0,0.333,1.0,4357.85,421.05000000000007,2025-08
2025-08-30,SKU-103174,West,41,30.75,0,0,1,0,-0.51,1970-05-13,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,1.0,0.333,1.0,1260.75,-2137.33,2025-08
2025-08-30,SKU-103401,South,47,34.36,0,0,1,0,0.4,1970-05-22,Home,85.74,189.02,1.49,0.954,0.0,0.0,1.0,0.333,1.0,1614.92,-2414.8599999999997,2025-08
2025-08-30,SKU-103734,South,29,33.31,0,0,1,0,1.04,1970-06-05,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,0.333,1.0,965.99,-1828.74,2025-08
2025-08-30,SKU-103791,South,40,32.24,0,0,1,0,-0.39,1970-06-07,Kitchen,38.64,161.51,0.29,0.933,0.0,0.0,1.0,0.333,1.0,1289.6000000000001,-255.99999999999994,2025-08
2025-08-30,SKU-104701,North,30,129.33,0,0,1,1,0.41,1970-07-15,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,1.0,0.333,1.0,3879.9000000000005,2024.4000000000005,2025-08
2025-08-30,SKU-104999,East,68,183.62,0,0,1,0,0.29,1970-07-28,Toys,119.1,158.8,0.61,0.973,0.0,0.0,1.0,0.333,1.0,12486.16,4387.360000000001,2025-08
2025-08-31,SKU-101618,East,48,185.13,0,0,1,0,0.18,1970-03-09,Pet,119.39,197.26,0.68,0.987,0.0,0.0,0.0,-0.156,1.0,8886.24,3155.5199999999995,2025-08
2025-08-31,SKU-102138,South,59,188.01,0,0,1,0,-0.38,1970-03-31,Pet,39.01,44.01,0.77,0.983,0.0,0.0,0.0,-0.156,1.0,11092.59,8791.0,2025-08
2025-08-31,SKU-102465,South,50,199.14,0,0,1,0,-0.39,1970-04-13,Home,85.74,189.02,1.49,0.954,0.0,0.0,0.0,-0.156,1.0,9957.0,5670.0,2025-08
2025-08-31,SKU-102616,South,27,158.98,0,0,1,0,0.34,1970-04-20,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,-0.156,1.0,4292.46,2054.7,2025-08
2025-08-31,SKU-103577,West,68,155.71,0,0,1,0,0.87,1970-05-30,Toys,119.1,158.8,0.61,0.973,0.0,0.0,0.0,-0.156,1.0,10588.28,2489.480000000001,2025-08
2025-08-31,SKU-104690,West,38,122.04,0,0,1,0,1.56,1970-07-15,Pet,68.29,97.95,0.38,0.978,0.0,0.0,0.0,-0.156,1.0,4637.52,2042.5,2025-08
2025-09-01,SKU-101599,East,35,81.05,0,0,0,0,-0.07,1970-03-08,Electronics,54.03,86.74,0.58,0.976,0.0,0.0,0.0,-0.562,0.0,2836.75,945.6999999999998,2025-09
2025-09-01,SKU-101603,West,20,191.44,0,0,0,0,-0.07,1970-03-08,Toys,14.98,175.66,1.79,0.972,0.0,0.0,0.0,-0.562,0.0,3828.8,3529.2000000000003,2025-09
2025-09-01,SKU-101996,North,32,127.61,0,0,0,0,-0.03,1970-03-25,Pet,119.39,197.26,0.68,0.987,0.0,0.0,0.0,-0.562,0.0,4083.52,263.03999999999996,2025-09
2025-09-01,SKU-102022,East,55,191.28,0,0,0,0,0.31,1970-03-26,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,-0.562,0.0,10520.4,5962.0,2025-09
2025-09-01,SKU-102141,North,40,136.01,0,0,0,0,-0.9,1970-03-31,Home,85.74,189.02,1.49,0.954,0.0,0.0,0.0,-0.562,0.0,5440.4,2010.7999999999997,2025-09
2025-09-01,SKU-102626,West,26,180.47,0,0,0,0,2.27,1970-04-20,Pet,119.39,197.26,0.68,0.987,0.0,0.0,0.0,-0.562,0.0,4692.22,1588.08,2025-09
2025-09-01,SKU-102781,West,48,79.44,0,0,0,0,-1.69,1970-04-26,Electronics,47.52,108.9,0.08,0.975,0.0,0.0,0.0,-0.562,0.0,3813.12,1532.1599999999999,2025-09
2025-09-01,SKU-102920,North,82,184.66,0,0,0,0,-0.31,1970-05-02,Electronics,112.48,134.55,0.33,0.966,0.0,0.0,0.0,-0.562,0.0,15142.119999999999,5918.759999999999,2025-09
2025-09-01,SKU-103916,West,65,182.0,0,0,0,0,0.04,1970-06-13,Pet,68.29,97.95,0.38,0.978,0.0,0.0,0.0,-0.562,0.0,11830.0,7391.15,2025-09
2025-09-01,SKU-104406,East,57,32.26,0,0,0,0,0.72,1970-07-03,Pet,39.01,44.01,0.77,0.983,0.0,0.0,0.0,-0.562,0.0,1838.82,-384.75,2025-09
2025-09-01,SKU-104933,North,31,189.84,0,0,0,0,0.69,1970-07-25,Toys,14.98,175.66,1.79,0.972,0.0,0.0,0.0,-0.562,0.0,5885.04,5420.660000000001,2025-09
2025-09-02,SKU-101680,North,48,168.09,0,0,0,0,-0.01,1970-03-12,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,0.18899999999999997,0.0,8068.32,4090.0800000000004,2025-09
2025-09-02,SKU-101696,North,62,74.75,0,0,0,0,-0.01,1970-03-12,Electronics,112.48,134.55,0.33,0.966,0.0,0.0,0.0,0.18899999999999997,0.0,4634.5,-2339.26,2025-09
2025-09-02,SKU-101897,South,63,185.37,0,0,0,0,1.49,1970-03-21,Kitchen,40.39,32.87,0.64,0.972,0.0,0.0,0.0,0.18899999999999997,0.0,11678.31,9133.740000000002,2025-09
2025-09-02,SKU-102364,South,44,122.58,0,0,0,0,-0.56,1970-04-09,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,0.18899999999999997,0.0,5393.5199999999995,1746.8000000000002,2025-09
2025-09-02,SKU-103204,East,33,133.02,0,0,0,0,1.25,1970-05-14,Electronics,50.98,190.65,0.55,0.959,0.0,0.0,0.0,0.18899999999999997,0.0,4389.660000000001,2707.3200000000006,2025-09
2025-09-02,SKU-103538,North,33,81.06,0,0,0,0,-0.05,1970-05-28,Pet,68.29,97.95,0.38,0.978,0.0,0.0,0.0,0.18899999999999997,0.0,2674.98,421.40999999999985,2025-09
2025-09-02,SKU-103992,South,42,200.82,0,0,0,0,0.1,1970-06-16,Pet,39.01,44.01,0.77,0.983,0.0,0.0,0.0,0.18899999999999997,0.0,8434.44,6796.02,2025-09
2025-09-02,SKU-104346,South,60,190.29,0,0,0,0,1.6,1970-07-01,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,0.0,0.18899999999999997,0.0,11417.4,5635.199999999999,2025-09
2025-09-03,SKU-102076,South,31,119.75,0,0,0,0,0.31,1970-03-28,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,-0.18125,0.0,3712.25,1142.9700000000003,2025-09
2025-09-03,SKU-102824,South,21,138.06,0,0,0,0,-1.69,1970-04-28,Pet,119.39,197.26,0.68,0.987,0.0,0.0,0.0,-0.18125,0.0,2899.26,392.07000000000005,2025-09
2025-09-03,SKU-102935,South,46,173.95,0,0,0,0,-0.62,1970-05-03,Toys,14.98,175.66,1.79,0.972,0.0,0.0,0.0,-0.18125,0.0,8001.7,7312.62,2025-09
2025-09-03,SKU-102982,South,71,80.91,0,0,0,0,-0.03,1970-05-05,Kitchen,30.06,129.52,0.22,0.931,0.0,0.0,0.0,-0.18125,0.0,5744.61,3610.3499999999995,2025-09
2025-09-03,SKU-103714,North,32,124.72,0,0,0,0,-0.26,1970-06-04,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,-0.18125,0.0,3991.04,1338.88,2025-09
2025-09-03,SKU-104220,South,56,187.99,0,0,0,1,-1.16,1970-06-25,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,0.0,-0.18125,0.0,10527.44,5130.72,2025-09
2025-09-03,SKU-104223,West,83,72.7,0,0,0,1,-1.16,1970-06-25,Kitchen,38.64,161.51,0.29,0.933,0.0,0.0,0.0,-0.18125,0.0,6034.1,2826.98,2025-09
2025-09-03,SKU-104266,North,27,160.59,0,0,0,0,-0.48,1970-06-27,Electronics,50.98,190.65,0.55,0.959,0.0,0.0,0.0,-0.18125,0.0,4335.93,2959.4700000000003,2025-09
2025-09-03,SKU-104685,South,39,163.01,0,0,0,0,1.45,1970-07-15,Home,118.88,33.69,0.21,0.975,0.0,0.0,0.0,-0.18125,0.0,6357.389999999999,1721.0699999999997,2025-09
2025-09-03,SKU-104931,South,37,161.36,0,0,0,0,1.46,1970-07-25,Home,85.74,189.02,1.49,0.954,0.0,0.0,0.0,-0.18125,0.0,5970.320000000001,2797.9400000000005,2025-09
2025-09-04,SKU-101860,South,23,187.34,0,0,0,0,-0.8,1970-03-19,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,1.0470000000000002,0.0,4308.82,2402.5800000000004,2025-09
2025-09-04,SKU-102079,East,38,135.83,0,0,0,0,-0.03,1970-03-28,Electronics,47.52,108.9,0.08,0.975,0.0,0.0,0.0,1.0470000000000002,0.0,5161.540000000001,3355.78,2025-09
2025-09-04,SKU-102370,East,66,43.39,0,0,0,0,1.3,1970-04-09,Kitchen,30.06,129.52,0.22,0.931,0.0,0.0,0.0,1.0470000000000002,0.0,2863.7400000000002,879.7800000000001,2025-09
2025-09-04,SKU-103042,South,55,185.87,0,0,0,0,0.48,1970-05-07,Electronics,50.98,190.65,0.55,0.959,0.0,0.0,0.0,1.0470000000000002,0.0,10222.85,7418.950000000001,2025-09
2025-09-04,SKU-103368,South,22,192.1,0,0,0,0,-1.57,1970-05-21,Toys,22.32,198.29,0.86,0.968,0.0,0.0,0.0,1.0470000000000002,0.0,4226.2,3735.16,2025-09
2025-09-04,SKU-103430,East,70,32.68,0,0,0,0,-0.61,1970-05-23,Pet,68.29,97.95,0.38,0.978,0.0,0.0,0.0,1.0470000000000002,0.0,2287.6,-2492.7000000000003,2025-09
2025-09-04,SKU-103660,South,41,165.76,0,0,0,0,-0.24,1970-06-02,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,1.0470000000000002,0.0,6796.16,3398.08,2025-09
2025-09-04,SKU-103891,North,30,129.57,0,0,0,0,-0.39,1970-06-12,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,0.0,1.0470000000000002,0.0,3887.1,2031.6,2025-09
2025-09-04,SKU-104165,South,25,88.04,0,0,0,0,2.05,1970-06-23,Kitchen,40.39,32.87,0.64,0.972,0.0,0.0,0.0,1.0470000000000002,0.0,2201.0,1191.2500000000002,2025-09
2025-09-04,SKU-104272,North,57,182.27,0,0,0,0,-0.48,1970-06-28,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,1.0470000000000002,0.0,10389.390000000001,5665.2300000000005,2025-09
2025-09-04,SKU-104772,West,35,155.28,0,0,0,0,0.64,1970-07-18,Toys,22.32,198.29,0.86,0.968,0.0,0.0,0.0,1.0470000000000002,0.0,5434.8,4653.6,2025-09
2025-09-04,SKU-104776,North,48,84.06,0,0,0,0,1.56,1970-07-19,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,0.0,1.0470000000000002,0.0,4034.88,56.64000000000033,2025-09
2025-09-05,SKU-101688,South,27,124.04,0,0,0,0,-0.07,1970-03-12,Pet,39.01,44.01,0.77,0.983,0.0,0.0,1.0,-0.009000000000000008,0.0,3349.0800000000004,2295.81,2025-09
2025-09-05,SKU-101753,West,24,83.04,0,0,0,0,-0.01,1970-03-15,Kitchen,40.39,32.87,0.64,0.972,0.0,0.0,1.0,-0.009000000000000008,0.0,1992.96,1023.6000000000001,2025-09
2025-09-05,SKU-102040,East,23,129.33,0,0,0,0,-0.44,1970-03-27,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,1.0,-0.009000000000000008,0.0,2974.59,1068.3500000000004,2025-09
2025-09-05,SKU-102068,East,43,162.39,0,0,0,0,-1.73,1970-03-28,Pet,119.39,197.26,0.68,0.987,0.0,0.0,1.0,-0.009000000000000008,0.0,6982.7699999999995,1848.9999999999993,2025-09
2025-09-05,SKU-102709,South,32,132.25,0,0,0,0,-0.52,1970-04-23,Electronics,47.52,108.9,0.08,0.975,0.0,0.0,1.0,-0.009000000000000008,0.0,4232.0,2711.3599999999997,2025-09
2025-09-05,SKU-103086,West,31,102.83,0,0,0,0,-0.43,1970-05-09,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,-0.009000000000000008,0.0,3187.73,200.25999999999982,2025-09
2025-09-05,SKU-103797,North,49,189.4,0,0,0,0,-0.46,1970-06-08,Home,85.74,189.02,1.49,0.954,0.0,0.0,1.0,-0.009000000000000008,0.0,9280.6,5079.34,2025-09
2025-09-05,SKU-104182,North,32,81.08,0,0,0,0,2.05,1970-06-24,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,1.0,-0.009000000000000008,0.0,2594.56,-57.59999999999991,2025-09
2025-09-05,SKU-104665,West,27,154.86,0,0,0,0,0.42,1970-07-14,Beauty,61.85,78.7,0.76,0.931,0.0,0.0,1.0,-0.009000000000000008,0.0,4181.22,2511.2700000000004,2025-09
2025-09-05,SKU-104839,East,81,194.73,0,0,0,1,0.41,1970-07-21,Electronics,54.03,86.74,0.58,0.976,0.0,0.0,1.0,-0.009000000000000008,0.0,15773.13,11396.699999999999,2025-09
2025-09-05,SKU-104850,East,59,95.41,0,0,0,0,0.71,1970-07-22,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,-0.009000000000000008,0.0,5629.19,-56.64000000000047,2025-09
2025-09-06,SKU-101754,North,67,73.61,0,0,1,0,0.18,1970-03-15,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,0.097,1.0,4931.87,-1524.9200000000003,2025-09
2025-09-06,SKU-102274,East,30,87.75,0,0,1,0,-0.9,1970-04-05,Electronics,82.88,157.93,0.66,0.952,0.0,0.0,1.0,0.097,1.0,2632.5,146.10000000000014,2025-09
2025-09-06,SKU-102333,East,68,154.28,0,0,1,0,0.52,1970-04-08,Kitchen,38.64,161.51,0.29,0.933,0.0,0.0,1.0,0.097,1.0,10491.04,7863.52,2025-09
2025-09-06,SKU-102384,East,32,180.14,0,0,1,0,0.55,1970-04-10,Electronics,96.37,130.18,0.12,0.949,0.0,0.0,1.0,0.097,1.0,5764.48,2680.6399999999994,2025-09
2025-09-06,SKU-103656,North,58,184.1,0,0,1,0,-0.74,1970-06-02,Toys,22.32,198.29,0.86,0.968,0.0,0.0,1.0,0.097,1.0,10677.8,9383.24,2025-09
2025-09-06,SKU-103871,West,33,176.93,0,0,1,0,-0.18,1970-06-11,Toys,14.98,175.66,1.79,0.972,0.0,0.0,1.0,0.097,1.0,5838.6900000000005,5344.35,2025-09
2025-09-06,SKU-104052,North,61,182.67,0,0,1,0,0.04,1970-06-18,Toys,22.32,198.29,0.86,0.968,0.0,0.0,1.0,0.097,1.0,11142.869999999999,9781.35,2025-09
