sku_id,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level
SKU-103891,Beauty,61.85,78.7,0.76,0.931
SKU-103892,Electronics,112.48,134.55,0.33,0.966
SKU-103893,Home,118.88,33.69,0.21,0.975
SKU-103894,Electronics,82.88,157.93,0.66,0.952
SKU-103895,Kitchen,40.39,32.87,0.64,0.972
SKU-103896,Electronics,96.37,130.18,0.12,0.949
SKU-103897,Electronics,47.52,108.9,0.08,0.975
SKU-103898,Pet,68.29,97.95,0.38,0.978
SKU-103899,Kitchen,38.64,161.51,0.29,0.933
SKU-103900,Kitchen,30.06,129.52,0.22,0.931
SKU-103901,Toys,119.1,158.8,0.61,0.973
SKU-103902,Pet,39.01,44.01,0.77,0.983
SKU-103903,Electronics,54.03,86.74,0.58,0.976
SKU-103904,Pet,119.39,197.26,0.68,0.987
SKU-103905,Home,85.74,189.02,1.49,0.954
SKU-103906,Electronics,50.98,190.65,0.55,0.959
SKU-103907,Toys,14.98,175.66,1.79,0.972
SKU-103908,Toys,22.32,198.29,0.86,0.968
SKU-103909,Beauty,61.85,78.7,0.76,0.931
SKU-103910,Electronics,112.48,134.55,0.33,0.966
SKU-103911,Home,118.88,33.69,0.21,0.975
SKU-103912,Electronics,82.88,157.93,0.66,0.952
SKU-103913,Kitchen,40.39,32.87,0.64,0.972
SKU-103914,Electronics,96.37,130.18,0.12,0.949
SKU-103915,Electronics,47.52,108.9,0.08,0.975
SKU-103916,Pet,68.29,97.95,0.38,0.978
SKU-103917,Kitchen,38.64,161.51,0.29,0.933
SKU-103918,Kitchen,30.06,129.52,0.22,0.931
SKU-103919,Toys,119.1,158.8,0.61,0.973
SKU-103920,Pet,39.01,44.01,0.77,0.983
SKU-103921,Electronics,54.03,86.74,0.58,0.976
SKU-103922,Pet,119.39,197.26,0.68,0.987
SKU-103923,Home,85.74,189.02,1.49,0.954
SKU-103924,Electronics,50.98,190.65,0.55,0.959
SKU-103925,Toys,14.98,175.66,1.79,0.972
SKU-103926,Toys,22.32,198.29,0.86,0.968
SKU-103927,Beauty,61.85,78.7,0.76,0.931
SKU-103928,Electronics,112.48,134.55,0.33,0.966
SKU-103929,Home,118.88,33.69,0.21,0.975
SKU-103930,Electronics,82.88,157.93,0.66,0.952
SKU-103931,Kitchen,40.39,32.87,0.64,0.972
SKU-103932,Electronics,96.37,130.18,0.12,0.949
SKU-103933,Electronics,47.52,108.9,0.08,0.975
SKU-103934,Pet,68.29,97.95,0.38,0.978
SKU-103935,Kitchen,38.64,161.51,0.29,0.933
SKU-103936,Kitchen,30.06,129.52,0.22,0.931
SKU-103937,Toys,119.1,158.8,0.61,0.973
SKU-103938,Pet,39.01,44.01,0.77,0.983
SKU-103939,Electronics,54.03,86.74,0.58,0.976
SKU-103940,Pet,119.39,197.26,0.68,0.987
SKU-103941,Home,85.74,189.02,1.49,0.954
SKU-103942,Electronics,50.98,190.65,0.55,0.959
SKU-103943,Toys,14.98,175.66,1.79,0.972
SKU-103944,Toys,22.32,198.29,0.86,0.968
SKU-103945,Beauty,61.85,78.7,0.76,0.931
SKU-103946,Electronics,112.48,134.55,0.33,0.966
SKU-103947,Home,118.88,33.69,0.21,0.975
SKU-103948,Electronics,82.88,157.93,0.66,0.952
SKU-103949,Kitchen,40.39,32.87,0.64,0.972
SKU-103950,Electronics,96.37,130.18,0.12,0.949
SKU-103951,Electronics,47.52,108.9,0.08,0.975
SKU-103952,Pet,68.29,97.95,0.38,0.978
SKU-103953,Kitchen,38.64,161.51,0.29,0.933
SKU-103954,Kitchen,30.06,129.52,0.22,0.931
SKU-103955,Toys,119.1,158.8,0.61,0.973
SKU-103956,Pet,39.01,44.01,0.77,0.983
SKU-103957,Electronics,54.03,86.74,0.58,0.976
SKU-103958,Pet,119.39,197.26,0.68,0.987
SKU-103959,Home,85.74,189.02,1.49,0.954
SKU-103960,Electronics,50.98,190.65,0.55,0.959
SKU-103961,Toys,14.98,175.66,1.79,0.972
SKU-103962,Toys,22.32,198.29,0.86,0.968
SKU-103963,Beauty,61.85,78.7,0.76,0.931
SKU-103964,Electronics,112.48,134.55,0.33,0.966
SKU-103965,Home,118.88,33.69,0.21,0.975
SKU-103966,Electronics,82.88,157.93,0.66,0.952
SKU-103967,Kitchen,40.39,32.87,0.64,0.972
SKU-103968,Electronics,96.37,130.18,0.12,0.949
SKU-103969,Electronics,47.52,108.9,0.08,0.975
SKU-103970,Pet,68.29,97.95,0.38,0.978
SKU-103971,Kitchen,38.64,161.51,0.29,0.933
SKU-103972,Kitchen,30.06,129.52,0.22,0.931
SKU-103973,Toys,119.1,158.8,0.61,0.973
SKU-103974,Pet,39.01,44.01,0.77,0.983
SKU-103975,Electronics,54.03,86.74,0.58,0.976
SKU-103976,Pet,119.39,197.26,0.68,0.987
SKU-103977,Home,85.74,189.02,1.49,0.954
SKU-103978,Electronics,50.98,190.65,0.55,0.959
SKU-103979,Toys,14.98,175.66,1.79,0.972
SKU-103980,Toys,22.32,198.29,0.86,0.968
SKU-103981,Beauty,61.85,78.7,0.76,0.931
SKU-103982,Electronics,112.48,134.55,0.33,0.966
SKU-103983,Home,118.88,33.69,0.21,0.975
SKU-103984,Electronics,82.88,157.93,0.66,0.952
SKU-103985,Kitchen,40.39,32.87,0.64,0.972
SKU-103986,Electronics,96.37,130.18,0.12,0.949
SKU-103987,Electronics,47.52,108.9,0.08,0.975
SKU-103988,Pet,68.29,97.95,0.38,0.978
SKU-103989,Kitchen,38.64,161.51,0.29,0.933
SKU-103990,Kitchen,30.06,129.52,0.22,0.931
SKU-103991,Toys,119.1,158.8,0.61,0.973
SKU-103992,Pet,39.01,44.01,0.77,0.983
SKU-103993,Electronics,54.03,86.74,0.58,0.976
SKU-103994,Pet,119.39,197.26,0.68,0.987
SKU-103995,Home,85.74,189.02,1.49,0.954
SKU-103996,Electronics,50.98,190.65,0.55,0.959
SKU-103997,Toys,14.98,175.66,1.79,0.972
SKU-103998,Toys,22.32,198.29,0.86,0.968
SKU-103999,Beauty,61.85,78.7,0.76,0.931
SKU-104000,Electronics,112.48,134.55,0.33,0.966
SKU-104001,Home,118.88,33.69,0.21,0.975
SKU-104002,Electronics,82.88,157.93,0.66,0.952
SKU-104003,Kitchen,40.39,32.87,0.64,0.972
SKU-104004,Electronics,96.37,130.18,0.12,0.949
SKU-104005,Electronics,47.52,108.9,0.08,0.975
SKU-104006,Pet,68.29,97.95,0.38,0.978
SKU-104007,Kitchen,38.64,161.51,0.29,0.933
SKU-104008,Kitchen,30.06,129.52,0.22,0.931
SKU-104009,Toys,119.1,158.8,0.61,0.973
SKU-104010,Pet,39.01,44.01,0.77,0.983
SKU-104011,Electronics,54.03,86.74,0.58,0.976
SKU-104012,Pet,119.39,197.26,0.68,0.987
SKU-104013,Home,85.74,189.02,1.49,0.954
SKU-104014,Electronics,50.98,190.65,0.55,0.959
SKU-104015,Toys,14.98,175.66,1.79,0.972
SKU-104016,Toys,22.32,198.29,0.86,0.968
SKU-104017,Beauty,61.85,78.7,0.76,0.931
SKU-104018,Electronics,112.48,134.55,0.33,0.966
SKU-104019,Home,118.88,33.69,0.21,0.975
SKU-104020,Electronics,82.88,157.93,0.66,0.952
SKU-104021,Kitchen,40.39,32.87,0.64,0.972
SKU-104022,Electronics,96.37,130.18,0.12,0.949
SKU-104023,Electronics,47.52,108.9,0.08,0.975
SKU-104024,Pet,68.29,97.95,0.38,0.978
SKU-104025,Kitchen,38.64,161.51,0.29,0.933
SKU-104026,Kitchen,30.06,129.52,0.22,0.931
SKU-104027,Toys,119.1,158.8,0.61,0.973
SKU-104028,Pet,39.01,44.01,0.77,0.983
SKU-104029,Electronics,54.03,86.74,0.58,0.976
SKU-104030,Pet,119.39,197.26,0.68,0.987
SKU-104031,Home,85.74,189.02,1.49,0.954
SKU-104032,Electronics,50.98,190.65,0.55,0.959
SKU-104033,Toys,14.98,175.66,1.79,0.972
SKU-104034,Toys,22.32,198.29,0.86,0.968
SKU-104035,Beauty,61.85,78.7,0.76,0.931
SKU-104036,Electronics,112.48,134.55,0.33,0.966
SKU-104037,Home,118.88,33.69,0.21,0.975
SKU-104038,Electronics,82.88,157.93,0.66,0.952
SKU-104039,Kitchen,40.39,32.87,0.64,0.972
SKU-104040,Electronics,96.37,130.18,0.12,0.949
SKU-104041,Electronics,47.52,108.9,0.08,0.975
SKU-104042,Pet,68.29,97.95,0.38,0.978
SKU-104043,Kitchen,38.64,161.51,0.29,0.933
SKU-104044,Kitchen,30.06,129.52,0.22,0.931
SKU-104045,Toys,119.1,158.8,0.61,0.973
SKU-104046,Pet,39.01,44.01,0.77,0.983
SKU-104047,Electronics,54.03,86.74,0.58,0.976
SKU-104048,Pet,119.39,197.26,0.68,0.987
SKU-104049,Home,85.74,189.02,1.49,0.954
SKU-104050,Electronics,50.98,190.65,0.55,0.959
SKU-104051,Toys,14.98,175.66,1.79,0.972
SKU-104052,Toys,22.32,198.29,0.86,0.968
SKU-104053,Beauty,61.85,78.7,0.76,0.931
SKU-104054,Electronics,112.48,134.55,0.33,0.966
SKU-104055,Home,118.88,33.69,0.21,0.975
SKU-104056,Electronics,82.88,157.93,0.66,0.952
SKU-104057,Kitchen,40.39,32.87,0.64,0.972
SKU-104058,Electronics,96.37,130.18,0.12,0.949
SKU-104059,Electronics,47.52,108.9,0.08,0.975
SKU-104060,Pet,68.29,97.95,0.38,0.978
SKU-104061,Kitchen,38.64,161.51,0.29,0.933
SKU-104062,Kitchen,30.06,129.52,0.22,0.931
SKU-104063,Toys,119.1,158.8,0.61,0.973
SKU-104064,Pet,39.01,44.01,0.77,0.983
SKU-104065,Electronics,54.03,86.74,0.58,0.976
SKU-104066,Pet,119.39,197.26,0.68,0.987
SKU-104067,Home,85.74,189.02,1.49,0.954
SKU-104068,Electronics,50.98,190.65,0.55,0.959
SKU-104069,Toys,14.98,175.66,1.79,0.972
SKU-104070,Toys,22.32,198.29,0.86,0.968
SKU-104071,Beauty,61.85,78.7,0.76,0.931
SKU-104072,Electronics,112.48,134.55,0.33,0.966
SKU-104073,Home,118.88,33.69,0.21,0.975
SKU-104074,Electronics,82.88,157.93,0.66,0.952
SKU-104075,Kitchen,40.39,32.87,0.64,0.972
SKU-104076,Electronics,96.37,130.18,0.12,0.949
SKU-104077,Electronics,47.52,108.9,0.08,0.975
SKU-104078,Pet,68.29,97.95,0.38,0.978
SKU-104079,Kitchen,38.64,161.51,0.29,0.933
SKU-104080,Kitchen,30.06,129.52,0.22,0.931
SKU-104081,Toys,119.1,158.8,0.61,0.973
SKU-104082,Pet,39.01,44.01,0.77,0.983
SKU-104083,Electronics,54.03,86.74,0.58,0.976
SKU-104084,Pet,119.39,197.26,0.68,0.987
SKU-104085,Home,85.74,189.02,1.49,0.954
SKU-104086,Electronics,50.98,190.65,0.55,0.959
SKU-104087,Toys,14.98,175.66,1.79,0.972
SKU-104088,Toys,22.32,198.29,0.86,0.968
SKU-104089,Beauty,61.85,78.7,0.76,0.931
SKU-104090,Electronics,112.48,134.55,0.33,0.966
SKU-104091,Home,118.88,33.69,0.21,0.975
SKU-104092,Electronics,82.88,157.93,0.66,0.952
SKU-104093,Kitchen,40.39,32.87,0.64,0.972
SKU-104094,Electronics,96.37,130.18,0.12,0.949
SKU-104095,Electronics,47.52,108.9,0.08,0.975
SKU-104096,Pet,68.29,97.95,0.38,0.978
SKU-104097,Kitchen,38.64,161.51,0.29,0.933
SKU-104098,Kitchen,30.06,129.52,0.22,0.931
SKU-104099,Toys,119.1,158.8,0.61,0.973
SKU-104100,Pet,39.01,44.01,0.77,0.983
SKU-104101,Electronics,54.03,86.74,0.58,0.976
SKU-104102,Pet,119.39,197.26,0.68,0.987
SKU-104103,Home,85.74,189.02,1.49,0.954
SKU-104104,Electronics,50.98,190.65,0.55,0.959
SKU-104105,Toys,14.98,175.66,1.79,0.972
SKU-104106,Toys,22.32,198.29,0.86,0.968
SKU-104107,Beauty,61.85,78.7,0.76,0.931
SKU-104108,Electronics,112.48,134.55,0.33,0.966
SKU-104109,Home,118.88,33.69,0.21,0.975
SKU-104110,Electronics,82.88,157.93,0.66,0.952
SKU-104111,Kitchen,40.39,32.87,0.64,0.972
SKU-104112,Electronics,96.37,130.18,0.12,0.949
SKU-104113,Electronics,47.52,108.9,0.08,0.975
SKU-104114,Pet,68.29,97.95,0.38,0.978
SKU-104115,Kitchen,38.64,161.51,0.29,0.933
SKU-104116,Kitchen,30.06,129.52,0.22,0.931
SKU-104117,Toys,119.1,158.8,0.61,0.973
SKU-104118,Pet,39.01,44.01,0.77,0.983
SKU-104119,Electronics,54.03,86.74,0.58,0.976
SKU-104120,Pet,119.39,197.26,0.68,0.987
SKU-104121,Home,85.74,189.02,1.49,0.954
SKU-104122,Electronics,50.98,190.65,0.55,0.959
SKU-104123,Toys,14.98,175.66,1.79,0.972
SKU-104124,Toys,22.32,198.29,0.86,0.968
SKU-104125,Beauty,61.85,78.7,0.76,0.931
SKU-104126,Electronics,112.48,134.55,0.33,0.966
SKU-104127,Home,118.88,33.69,0.21,0.975
SKU-104128,Electronics,82.88,157.93,0.66,0.952
SKU-104129,Kitchen,40.39,32.87,0.64,0.972
SKU-104130,Electronics,96.37,130.18,0.12,0.949
SKU-104131,Electronics,47.52,108.9,0.08,0.975
SKU-104132,Pet,68.29,97.95,0.38,0.978
SKU-104133,Kitchen,38.64,161.51,0.29,0.933
SKU-104134,Kitchen,30.06,129.52,0.22,0.931
SKU-104135,Toys,119.1,158.8,0.61,0.973
SKU-104136,Pet,39.01,44.01,0.77,0.983
SKU-104137,Electronics,54.03,86.74,0.58,0.976
SKU-104138,Pet,119.39,197.26,0.68,0.987
SKU-104139,Home,85.74,189.02,1.49,0.954
SKU-104140,Electronics,50.98,190.65,0.55,0.959
SKU-104141,Toys,14.98,175.66,1.79,0.972
SKU-104142,Toys,22.32,198.29,0.86,0.968
SKU-104143,Beauty,61.85,78.7,0.76,0.931
SKU-104144,Electronics,112.48,134.55,0.33,0.966
SKU-104145,Home,118.88,33.69,0.21,0.975
SKU-104146,Electronics,82.88,157.93,0.66,0.952
SKU-104147,Kitchen,40.39,32.87,0.64,0.972
SKU-104148,Electronics,96.37,130.18,0.12,0.949
SKU-104149,Electronics,47.52,108.9,0.08,0.975
SKU-104150,Pet,68.29,97.95,0.38,0.978
SKU-104151,Kitchen,38.64,161.51,0.29,0.933
SKU-104152,Kitchen,30.06,129.52,0.22,0.931
SKU-104153,Toys,119.1,158.8,0.61,0.973
SKU-104154,Pet,39.01,44.01,0.77,0.983
SKU-104155,Electronics,54.03,86.74,0.58,0.976
SKU-104156,Pet,119.39,197.26,0.68,0.987
SKU-104157,Home,85.74,189.02,1.49,0.954
SKU-104158,Electronics,50.98,190.65,0.55,0.959
SKU-104159,Toys,14.98,175.66,1.79,0.972
SKU-104160,Toys,22.32,198.29,0.86,0.968
SKU-104161,Beauty,61.85,78.7,0.76,0.931
SKU-104162,Electronics,112.48,134.55,0.33,0.966
SKU-104163,Home,118.88,33.69,0.21,0.975
SKU-104164,Electronics,82.88,157.93,0.66,0.952
SKU-104165,Kitchen,40.39,32.87,0.64,0.972
SKU-104166,Electronics,96.37,130.18,0.12,0.949
SKU-104167,Electronics,47.52,108.9,0.08,0.975
SKU-104168,Pet,68.29,97.95,0.38,0.978
SKU-104169,Kitchen,38.64,161.51,0.29,0.933
SKU-104170,Kitchen,30.06,129.52,0.22,0.931
SKU-104171,Toys,119.1,158.8,0.61,0.973
SKU-104172,Pet,39.01,44.01,0.77,0.983
SKU-104173,Electronics,54.03,86.74,0.58,0.976
SKU-104174,Pet,119.39,197.26,0.68,0.987
SKU-104175,Home,85.74,189.02,1.49,0.954
SKU-104176,Electronics,50.98,190.65,0.55,0.959
SKU-104177,Toys,14.98,175.66,1.79,0.972
SKU-104178,Toys,22.32,198.29,0.86,0.968
SKU-104179,Beauty,61.85,78.7,0.76,0.931
SKU-104180,Electronics,112.48,134.55,0.33,0.966
SKU-104181,Home,118.88,33.69,0.21,0.975
SKU-104182,Electronics,82.88,157.93,0.66,0.952
SKU-104183,Kitchen,40.39,32.87,0.64,0.972
SKU-104184,Electronics,96.37,130.18,0.12,0.949
SKU-104185,Electronics,47.52,108.9,0.08,0.975
SKU-104186,Pet,68.29,97.95,0.38,0.978
SKU-104187,Kitchen,38.64,161.51,0.29,0.933
SKU-104188,Kitchen,30.06,129.52,0.22,0.931
SKU-104189,Toys,119.1,158.8,0.61,0.973
SKU-104190,Pet,39.01,44.01,0.77,0.983
SKU-104191,Electronics,54.03,86.74,0.58,0.976
SKU-104192,Pet,119.39,197.26,0.68,0.987
SKU-104193,Home,85.74,189.02,1.49,0.954
SKU-104194,Electronics,50.98,190.65,0.55,0.959
SKU-104195,Toys,14.98,175.66,1.79,0.972
SKU-104196,Toys,22.32,198.29,0.86,0.968
SKU-104197,Beauty,61.85,78.7,0.76,0.931
SKU-104198,Electronics,112.48,134.55,0.33,0.966
SKU-104199,Home,118.88,33.69,0.21,0.975
SKU-104200,Electronics,82.88,157.93,0.66,0.952
SKU-104201,Kitchen,40.39,32.87,0.64,0.972
SKU-104202,Electronics,96.37,130.18,0.12,0.949
SKU-104203,Electronics,47.52,108.9,0.08,0.975
SKU-104204,Pet,68.29,97.95,0.38,0.978
SKU-104205,Kitchen,38.64,161.51,0.29,0.933
SKU-104206,Kitchen,30.06,129.52,0.22,0.931
SKU-104207,Toys,119.1,158.8,0.61,0.973
SKU-104208,Pet,39.01,44.01,0.77,0.983
SKU-104209,Electronics,54.03,86.74,0.58,0.976
SKU-104210,Pet,119.39,197.26,0.68,0.987
SKU-104211,Home,85.74,189.02,1.49,0.954
SKU-104212,Electronics,50.98,190.65,0.55,0.959
SKU-104213,Toys,14.98,175.66,1.79,0.972
SKU-104214,Toys,22.32,198.29,0.86,0.968
SKU-104215,Beauty,61.85,78.7,0.76,0.931
SKU-104216,Electronics,112.48,134.55,0.33,0.966
SKU-104217,Home,118.88,33.69,0.21,0.975
SKU-104218,Electronics,82.88,157.93,0.66,0.952
SKU-104219,Kitchen,40.39,32.87,0.64,0.972
SKU-104220,Electronics,96.37,130.18,0.12,0.949
SKU-104221,Electronics,47.52,108.9,0.08,0.975
SKU-104222,Pet,68.29,97.95,0.38,0.978
SKU-104223,Kitchen,38.64,161.51,0.29,0.933
SKU-104224,Kitchen,30.06,129.52,0.22,0.931
SKU-104225,Toys,119.1,158.8,0.61,0.973
SKU-104226,Pet,39.01,44.01,0.77,0.983
SKU-104227,Electronics,54.03,86.74,0.58,0.976
SKU-104228,Pet,119.39,197.26,0.68,0.987
SKU-104229,Home,85.74,189.02,1.49,0.954
SKU-104230,Electronics,50.98,190.65,0.55,0.959
SKU-104231,Toys,14.98,175.66,1.79,0.972
SKU-104232,Toys,22.32,198.29,0.86,0.968
SKU-104233,Beauty,61.85,78.7,0.76,0.931
SKU-104234,Electronics,112.48,134.55,0.33,0.966
SKU-104235,Home,118.88,33.69,0.21,0.975
SKU-104236,Electronics,82.88,157.93,0.66,0.952
SKU-104237,Kitchen,40.39,32.87,0.64,0.972
SKU-104238,Electronics,96.37,130.18,0.12,0.949
SKU-104239,Electronics,47.52,108.9,0.08,0.975
SKU-104240,Pet,68.29,97.95,0.38,0.978
SKU-104241,Kitchen,38.64,161.51,0.29,0.933
SKU-104242,Kitchen,30.06,129.52,0.22,0.931
SKU-104243,Toys,119.1,158.8,0.61,0.973
SKU-104244,Pet,39.01,44.01,0.77,0.983
SKU-104245,Electronics,54.03,86.74,0.58,0.976
SKU-104246,Pet,119.39,197.26,0.68,0.987
SKU-104247,Home,85.74,189.02,1.49,0.954
SKU-104248,Electronics,50.98,190.65,0.55,0.959
SKU-104249,Toys,14.98,175.66,1.79,0.972
SKU-104250,Toys,22.32,198.29,0.86,0.968
SKU-104251,Beauty,61.85,78.7,0.76,0.931
SKU-104252,Electronics,112.48,134.55,0.33,0.966
SKU-104253,Home,118.88,33.69,0.21,0.975
SKU-104254,Electronics,82.88,157.93,0.66,0.952
SKU-104255,Kitchen,40.39,32.87,0.64,0.972
SKU-104256,Electronics,96.37,130.18,0.12,0.949
SKU-104257,Electronics,47.52,108.9,0.08,0.975
SKU-104258,Pet,68.29,97.95,0.38,0.978
SKU-104259,Kitchen,38.64,161.51,0.29,0.933
SKU-104260,Kitchen,30.06,129.52,0.22,0.931
SKU-104261,Toys,119.1,158.8,0.61,0.973
SKU-104262,Pet,39.01,44.01,0.77,0.983
SKU-104263,Electronics,54.03,86.74,0.58,0.976
SKU-104264,Pet,119.39,197.26,0.68,0.987
SKU-104265,Home,85.74,189.02,1.49,0.954
SKU-104266,Electronics,50.98,190.65,0.55,0.959
SKU-104267,Toys,14.98,175.66,1.79,0.972
SKU-104268,Toys,22.32,198.29,0.86,0.968
SKU-104269,Beauty,61.85,78.7,0.76,0.931
SKU-104270,Electronics,112.48,134.55,0.33,0.966
SKU-104271,Home,118.88,33.69,0.21,0.975
SKU-104272,Electronics,82.88,157.93,0.66,0.952
SKU-104273,Kitchen,40.39,32.87,0.64,0.972
SKU-104274,Electronics,96.37,130.18,0.12,0.949
SKU-104275,Electronics,47.52,108.9,0.08,0.975
SKU-104276,Pet,68.29,97.95,0.38,0.978
SKU-104277,Kitchen,38.64,161.51,0.29,0.933
SKU-104278,Kitchen,30.06,129.52,0.22,0.931
SKU-104279,Toys,119.1,158.8,0.61,0.973
SKU-104280,Pet,39.01,44.01,0.77,0.983
SKU-104281,Electronics,54.03,86.74,0.58,0.976
SKU-104282,Pet,119.39,197.26,0.68,0.987
SKU-104283,Home,85.74,189.02,1.49,0.954
SKU-104284,Electronics,50.98,190.65,0.55,0.959
SKU-104285,Toys,14.98,175.66,1.79,0.972
SKU-104286,Toys,22.32,198.29,0.86,0.968
SKU-104287,Beauty,61.85,78.7,0.76,0.931
SKU-104288,Electronics,112.48,134.55,0.33,0.966
SKU-104289,Home,118.88,33.69,0.21,0.975
SKU-104290,Electronics,82.88,157.93,0.66,0.952
SKU-104291,Kitchen,40.39,32.87,0.64,0.972
SKU-104292,Electronics,96.37,130.18,0.12,0.949
SKU-104293,Electronics,47.52,108.9,0.08,0.975
SKU-104294,Pet,68.29,97.95,0.38,0.978
SKU-104295,Kitchen,38.64,161.51,0.29,0.933
SKU-104296,Kitchen,30.06,129.52,0.22,0.931
SKU-104297,Toys,119.1,158.8,0.61,0.973
SKU-104298,Pet,39.01,44.01,0.77,0.983
SKU-104299,Electronics,54.03,86.74,0.58,0.976
SKU-104300,Pet,119.39,197.26,0.68,0.987
SKU-104301,Home,85.74,189.02,1.49,0.954
SKU-104302,Electronics,50.98,190.65,0.55,0.959
SKU-104303,Toys,14.98,175.66,1.79,0.972
SKU-104304,Toys,22.32,198.29,0.86,0.968
SKU-104305,Beauty,61.85,78.7,0.76,0.931
SKU-104306,Electronics,112.48,134.55,0.33,0.966
SKU-104307,Home,118.88,33.69,0.21,0.975
SKU-104308,Electronics,82.88,157.93,0.66,0.952
SKU-104309,Kitchen,40.39,32.87,0.64,0.972
SKU-104310,Electronics,96.37,130.18,0.12,0.949
SKU-104311,Electronics,47.52,108.9,0.08,0.975
SKU-104312,Pet,68.29,97.95,0.38,0.978
SKU-104313,Kitchen,38.64,161.51,0.29,0.933
SKU-104314,Kitchen,30.06,129.52,0.22,0.931
SKU-104315,Toys,119.1,158.8,0.61,0.973
SKU-104316,Pet,39.01,44.01,0.77,0.983
SKU-104317,Electronics,54.03,86.74,0.58,0.976
SKU-104318,Pet,119.39,197.26,0.68,0.987
SKU-104319,Home,85.74,189.02,1.49,0.954
SKU-104320,Electronics,50.98,190.65,0.55,0.959
SKU-104321,Toys,14.98,175.66,1.79,0.972
SKU-104322,Toys,22.32,198.29,0.86,0.968
SKU-104323,Beauty,61.85,78.7,0.76,0.931
SKU-104324,Electronics,112.48,134.55,0.33,0.966
SKU-104325,Home,118.88,33.69,0.21,0.975
SKU-104326,Electronics,82.88,157.93,0.66,0.952
SKU-104327,Kitchen,40.39,32.87,0.64,0.972
SKU-104328,Electronics,96.37,130.18,0.12,0.949
SKU-104329,Electronics,47.52,108.9,0.08,0.975
SKU-104330,Pet,68.29,97.95,0.38,0.978
SKU-104331,Kitchen,38.64,161.51,0.29,0.933
SKU-104332,Kitchen,30.06,129.52,0.22,0.931
SKU-104333,Toys,119.1,158.8,0.61,0.973
SKU-104334,Pet,39.01,44.01,0.77,0.983
SKU-104335,Electronics,54.03,86.74,0.58,0.976
SKU-104336,Pet,119.39,197.26,0.68,0.987
SKU-104337,Home,85.74,189.02,1.49,0.954
SKU-104338,Electronics,50.98,190.65,0.55,0.959
SKU-104339,Toys,14.98,175.66,1.79,0.972
SKU-104340,Toys,22.32,198.29,0.86,0.968
SKU-104341,Beauty,61.85,78.7,0.76,0.931
SKU-104342,Electronics,112.48,134.55,0.33,0.966
SKU-104343,Home,118.88,33.69,0.21,0.975
SKU-104344,Electronics,82.88,157.93,0.66,0.952
SKU-104345,Kitchen,40.39,32.87,0.64,0.972
SKU-104346,Electronics,96.37,130.18,0.12,0.949
SKU-104347,Electronics,47.52,108.9,0.08,0.975
SKU-104348,Pet,68.29,97.95,0.38,0.978
SKU-104349,Kitchen,38.64,161.51,0.29,0.933
SKU-104350,Kitchen,30.06,129.52,0.22,0.931
SKU-104351,Toys,119.1,158.8,0.61,0.973
SKU-104352,Pet,39.01,44.01,0.77,0.983
SKU-104353,Electronics,54.03,86.74,0.58,0.976
SKU-104354,Pet,119.39,197.26,0.68,0.987
SKU-104355,Home,85.74,189.02,1.49,0.954
SKU-104356,Electronics,50.98,190.65,0.55,0.959
SKU-104357,Toys,14.98,175.66,1.79,0.972
SKU-104358,Toys,22.32,198.29,0.86,0.968
SKU-104359,Beauty,61.85,78.7,0.76,0.931
SKU-104360,Electronics,112.48,134.55,0.33,0.966
SKU-104361,Home,118.88,33.69,0.21,0.975
SKU-104362,Electronics,82.88,157.93,0.66,0.952
SKU-104363,Kitchen,40.39,32.87,0.64,0.972
SKU-104364,Electronics,96.37,130.18,0.12,0.949
SKU-104365,Electronics,47.52,108.9,0.08,0.975
SKU-104366,Pet,68.29,97.95,0.38,0.978
SKU-104367,Kitchen,38.64,161.51,0.29,0.933
SKU-104368,Kitchen,30.06,129.52,0.22,0.931
SKU-104369,Toys,119.1,158.8,0.61,0.973
SKU-104370,Pet,39.01,44.01,0.77,0.983
SKU-104371,Electronics,54.03,86.74,0.58,0.976
SKU-104372,Pet,119.39,197.26,0.68,0.987
SKU-104373,Home,85.74,189.02,1.49,0.954
SKU-104374,Electronics,50.98,190.65,0.55,0.959
SKU-104375,Toys,14.98,175.66,1.79,0.972
SKU-104376,Toys,22.32,198.29,0.86,0.968
SKU-104377,Beauty,61.85,78.7,0.76,0.931
SKU-104378,Electronics,112.48,134.55,0.33,0.966
SKU-104379,Home,118.88,33.69,0.21,0.975
SKU-104380,Electronics,82.88,157.93,0.66,0.952
SKU-104381,Kitchen,40.39,32.87,0.64,0.972
SKU-104382,Electronics,96.37,130.18,0.12,0.949
SKU-104383,Electronics,47.52,108.9,0.08,0.975
SKU-104384,Pet,68.29,97.95,0.38,0.978
SKU-104385,Kitchen,38.64,161.51,0.29,0.933
SKU-104386,Kitchen,30.06,129.52,0.22,0.931
SKU-104387,Toys,119.1,158.8,0.61,0.973
SKU-104388,Pet,39.01,44.01,0.77,0.983
SKU-104389,Electronics,54.03,86.74,0.58,0.976
SKU-104390,Pet,119.39,197.26,0.68,0.987
SKU-104391,Home,85.74,189.02,1.49,0.954
SKU-104392,Electronics,50.98,190.65,0.55,0.959
SKU-104393,Toys,14.98,175.66,1.79,0.972
SKU-104394,Toys,22.32,198.29,0.86,0.968
SKU-104395,Beauty,61.85,78.7,0.76,0.931
