warehouse_id,warehouse_id_raw,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-N101900,WH-N101900,North,1.08,2
WH-S101901,WH-N101901,South,2.7,2
WH-E101902,WH-N101902,East,1.09,3
WH-W101903,WH-N101903,West,0.63,1
WH-C101904,WH-S101904,North,1.43,3
WH-N101905,WH-S101905,South,1.43,3
WH-S101906,WH-S101906,East,2.42,2
WH-E101907,WH-S101907,West,1.15,4
WH-W101908,WH-E101908,North,2.33,2
WH-C101909,WH-E101909,South,2.48,1
WH-N101910,WH-E101910,East,2.63,1
WH-S101911,WH-E101911,West,1.58,2
WH-E101912,WH-W101912,North,0.52,4
WH-W101913,WH-W101913,South,0.72,4
WH-C101914,WH-W101914,East,1.39,1
WH-N101915,WH-W101915,West,0.67,3
WH-S101916,WH-C101916,North,1.55,2
WH-E101917,WH-C101917,South,2.48,1
WH-W101918,WH-C101918,East,0.98,3
WH-C101919,WH-C101919,West,1.14,2
WH-N101920,WH-N101920,North,1.08,2
WH-S101921,WH-N101921,South,2.7,2
WH-E101922,WH-N101922,East,1.09,3
WH-W101923,WH-N101923,West,0.63,1
WH-C101924,WH-S101924,North,1.43,3
WH-N101925,WH-S101925,South,1.43,3
WH-S101926,WH-S101926,East,2.42,2
WH-E101927,WH-S101927,West,1.15,4
WH-W101928,WH-E101928,North,2.33,2
WH-C101929,WH-E101929,South,2.48,1
WH-N101930,WH-E101930,East,2.63,1
WH-S101931,WH-E101931,West,1.58,2
WH-E101932,WH-W101932,North,0.52,4
WH-W101933,WH-W101933,South,0.72,4
WH-C101934,WH-W101934,East,1.39,1
WH-N101935,WH-W101935,West,0.67,3
WH-S101936,WH-C101936,North,1.55,2
WH-E101937,WH-C101937,South,2.48,1
WH-W101938,WH-C101938,East,0.98,3
WH-C101939,WH-C101939,West,1.14,2
WH-N101940,WH-N101940,North,1.08,2
WH-S101941,WH-N101941,South,2.7,2
WH-E101942,WH-N101942,East,1.09,3
WH-W101943,WH-N101943,West,0.63,1
WH-C101944,WH-S101944,North,1.43,3
WH-N101945,WH-S101945,South,1.43,3
WH-S101946,WH-S101946,East,2.42,2
WH-E101947,WH-S101947,West,1.15,4
WH-W101948,WH-E101948,North,2.33,2
WH-C101949,WH-E101949,South,2.48,1
WH-N101950,WH-E101950,East,2.63,1
WH-S101951,WH-E101951,West,1.58,2
WH-E101952,WH-W101952,North,0.52,4
WH-W101953,WH-W101953,South,0.72,4
WH-C101954,WH-W101954,East,1.39,1
WH-N101955,WH-W101955,West,0.67,3
WH-S101956,WH-C101956,North,1.55,2
WH-E101957,WH-C101957,South,2.48,1
WH-W101958,WH-C101958,East,0.98,3
WH-C101959,WH-C101959,West,1.14,2
WH-N101960,WH-N101960,North,1.08,2
WH-S101961,WH-N101961,South,2.7,2
WH-E101962,WH-N101962,East,1.09,3
WH-W101963,WH-N101963,West,0.63,1
WH-C101964,WH-S101964,North,1.43,3
WH-N101965,WH-S101965,South,1.43,3
WH-S101966,WH-S101966,East,2.42,2
WH-E101967,WH-S101967,West,1.15,4
WH-W101968,WH-E101968,North,2.33,2
WH-C101969,WH-E101969,South,2.48,1
WH-N101970,WH-E101970,East,2.63,1
WH-S101971,WH-E101971,West,1.58,2
WH-E101972,WH-W101972,North,0.52,4
WH-W101973,WH-W101973,South,0.72,4
WH-C101974,WH-W101974,East,1.39,1
WH-N101975,WH-W101975,West,0.67,3
WH-S101976,WH-C101976,North,1.55,2
WH-E101977,WH-C101977,South,2.48,1
WH-W101978,WH-C101978,East,0.98,3
WH-C101979,WH-C101979,West,1.14,2
WH-N101980,WH-N101980,North,1.08,2
WH-S101981,WH-N101981,South,2.7,2
WH-E101982,WH-N101982,East,1.09,3
WH-W101983,WH-N101983,West,0.63,1
WH-C101984,WH-S101984,North,1.43,3
WH-N101985,WH-S101985,South,1.43,3
WH-S101986,WH-S101986,East,2.42,2
WH-E101987,WH-S101987,West,1.15,4
WH-W101988,WH-E101988,North,2.33,2
WH-C101989,WH-E101989,South,2.48,1
WH-N101990,WH-E101990,East,2.63,1
WH-S101991,WH-E101991,West,1.58,2
WH-E101992,WH-W101992,North,0.52,4
WH-W101993,WH-W101993,South,0.72,4
WH-C101994,WH-W101994,East,1.39,1
WH-N101995,WH-W101995,West,0.67,3
WH-S101996,WH-C101996,North,1.55,2
WH-E101997,WH-C101997,South,2.48,1
WH-W101998,WH-C101998,East,0.98,3
WH-C101999,WH-C101999,West,1.14,2
WH-N102000,WH-N102000,North,1.08,2
WH-S102001,WH-N102001,South,2.7,2
WH-E102002,WH-N102002,East,1.09,3
WH-W102003,WH-N102003,West,0.63,1
WH-C102004,WH-S102004,North,1.43,3
WH-N102005,WH-S102005,South,1.43,3
WH-S102006,WH-S102006,East,2.42,2
WH-E102007,WH-S102007,West,1.15,4
WH-W102008,WH-E102008,North,2.33,2
WH-C102009,WH-E102009,South,2.48,1
WH-N102010,WH-E102010,East,2.63,1
WH-S102011,WH-E102011,West,1.58,2
WH-E102012,WH-W102012,North,0.52,4
WH-W102013,WH-W102013,South,0.72,4
WH-C102014,WH-W102014,East,1.39,1
WH-N102015,WH-W102015,West,0.67,3
WH-S102016,WH-C102016,North,1.55,2
WH-E102017,WH-C102017,South,2.48,1
WH-W102018,WH-C102018,East,0.98,3
WH-C102019,WH-C102019,West,1.14,2
WH-N102020,WH-N102020,North,1.08,2
WH-S102021,WH-N102021,South,2.7,2
WH-E102022,WH-N102022,East,1.09,3
WH-W102023,WH-N102023,West,0.63,1
WH-C102024,WH-S102024,North,1.43,3
WH-N102025,WH-S102025,South,1.43,3
WH-S102026,WH-S102026,East,2.42,2
WH-E102027,WH-S102027,West,1.15,4
WH-W102028,WH-E102028,North,2.33,2
WH-C102029,WH-E102029,South,2.48,1
WH-N102030,WH-E102030,East,2.63,1
WH-S102031,WH-E102031,West,1.58,2
WH-E102032,WH-W102032,North,0.52,4
WH-W102033,WH-W102033,South,0.72,4
WH-C102034,WH-W102034,East,1.39,1
WH-N102035,WH-W102035,West,0.67,3
WH-S102036,WH-C102036,North,1.55,2
WH-E102037,WH-C102037,South,2.48,1
WH-W102038,WH-C102038,East,0.98,3
WH-C102039,WH-C102039,West,1.14,2
WH-N102040,WH-N102040,North,1.08,2
WH-S102041,WH-N102041,South,2.7,2
WH-E102042,WH-N102042,East,1.09,3
WH-W102043,WH-N102043,West,0.63,1
WH-C102044,WH-S102044,North,1.43,3
WH-N102045,WH-S102045,South,1.43,3
WH-S102046,WH-S102046,East,2.42,2
WH-E102047,WH-S102047,West,1.15,4
WH-W102048,WH-E102048,North,2.33,2
WH-C102049,WH-E102049,South,2.48,1
WH-N102050,WH-E102050,East,2.63,1
WH-S102051,WH-E102051,West,1.58,2
WH-E102052,WH-W102052,North,0.52,4
WH-W102053,WH-W102053,South,0.72,4
WH-C102054,WH-W102054,East,1.39,1
WH-N102055,WH-W102055,West,0.67,3
WH-S102056,WH-C102056,North,1.55,2
WH-E102057,WH-C102057,South,2.48,1
WH-W102058,WH-C102058,East,0.98,3
WH-C102059,WH-C102059,West,1.14,2
WH-N102060,WH-N102060,North,1.08,2
WH-S102061,WH-N102061,South,2.7,2
WH-E102062,WH-N102062,East,1.09,3
WH-W102063,WH-N102063,West,0.63,1
WH-C102064,WH-S102064,North,1.43,3
WH-N102065,WH-S102065,South,1.43,3
WH-S102066,WH-S102066,East,2.42,2
WH-E102067,WH-S102067,West,1.15,4
WH-W102068,WH-E102068,North,2.33,2
WH-C102069,WH-E102069,South,2.48,1
WH-N102070,WH-E102070,East,2.63,1
WH-S102071,WH-E102071,West,1.58,2
WH-E102072,WH-W102072,North,0.52,4
WH-W102073,WH-W102073,South,0.72,4
WH-C102074,WH-W102074,East,1.39,1
WH-N102075,WH-W102075,West,0.67,3
WH-S102076,WH-C102076,North,1.55,2
WH-E102077,WH-C102077,South,2.48,1
WH-W102078,WH-C102078,East,0.98,3
WH-C102079,WH-C102079,West,1.14,2
WH-N102080,WH-N102080,North,1.08,2
WH-S102081,WH-N102081,South,2.7,2
WH-E102082,WH-N102082,East,1.09,3
WH-W102083,WH-N102083,West,0.63,1
WH-C102084,WH-S102084,North,1.43,3
WH-N102085,WH-S102085,South,1.43,3
WH-S102086,WH-S102086,East,2.42,2
WH-E102087,WH-S102087,West,1.15,4
WH-W102088,WH-E102088,North,2.33,2
WH-C102089,WH-E102089,South,2.48,1
WH-N102090,WH-E102090,East,2.63,1
WH-S102091,WH-E102091,West,1.58,2
WH-E102092,WH-W102092,North,0.52,4
WH-W102093,WH-W102093,South,0.72,4
WH-C102094,WH-W102094,East,1.39,1
WH-N102095,WH-W102095,West,0.67,3
WH-S102096,WH-C102096,North,1.55,2
WH-E102097,WH-C102097,South,2.48,1
WH-W102098,WH-C102098,East,0.98,3
WH-C102099,WH-C102099,West,1.14,2
WH-N102100,WH-N102100,North,1.08,2
WH-S102101,WH-N102101,South,2.7,2
WH-E102102,WH-N102102,East,1.09,3
WH-W102103,WH-N102103,West,0.63,1
WH-C102104,WH-S102104,North,1.43,3
WH-N102105,WH-S102105,South,1.43,3
WH-S102106,WH-S102106,East,2.42,2
WH-E102107,WH-S102107,West,1.15,4
WH-W102108,WH-E102108,North,2.33,2
WH-C102109,WH-E102109,South,2.48,1
WH-N102110,WH-E102110,East,2.63,1
WH-S102111,WH-E102111,West,1.58,2
WH-E102112,WH-W102112,North,0.52,4
WH-W102113,WH-W102113,South,0.72,4
WH-C102114,WH-W102114,East,1.39,1
WH-N102115,WH-W102115,West,0.67,3
WH-S102116,WH-C102116,North,1.55,2
WH-E102117,WH-C102117,South,2.48,1
WH-W102118,WH-C102118,East,0.98,3
WH-C102119,WH-C102119,West,1.14,2
WH-N102120,WH-N102120,North,1.08,2
WH-S102121,WH-N102121,South,2.7,2
WH-E102122,WH-N102122,East,1.09,3
WH-W102123,WH-N102123,West,0.63,1
WH-C102124,WH-S102124,North,1.43,3
WH-N102125,WH-S102125,South,1.43,3
WH-S102126,WH-S102126,East,2.42,2
WH-E102127,WH-S102127,West,1.15,4
WH-W102128,WH-E102128,North,2.33,2
WH-C102129,WH-E102129,South,2.48,1
WH-N102130,WH-E102130,East,2.63,1
WH-S102131,WH-E102131,West,1.58,2
WH-E102132,WH-W102132,North,0.52,4
WH-W102133,WH-W102133,South,0.72,4
WH-C102134,WH-W102134,East,1.39,1
WH-N102135,WH-W102135,West,0.67,3
WH-S102136,WH-C102136,North,1.55,2
WH-E102137,WH-C102137,South,2.48,1
WH-W102138,WH-C102138,East,0.98,3
WH-C102139,WH-C102139,West,1.14,2
WH-N102140,WH-N102140,North,1.08,2
WH-S102141,WH-N102141,South,2.7,2
WH-E102142,WH-N102142,East,1.09,3
WH-W102143,WH-N102143,West,0.63,1
WH-C102144,WH-S102144,North,1.43,3
WH-N102145,WH-S102145,South,1.43,3
WH-S102146,WH-S102146,East,2.42,2
WH-E102147,WH-S102147,West,1.15,4
WH-W102148,WH-E102148,North,2.33,2
WH-C102149,WH-E102149,South,2.48,1
WH-N102150,WH-E102150,East,2.63,1
WH-S102151,WH-E102151,West,1.58,2
WH-E102152,WH-W102152,North,0.52,4
WH-W102153,WH-W102153,South,0.72,4
WH-C102154,WH-W102154,East,1.39,1
WH-N102155,WH-W102155,West,0.67,3
WH-S102156,WH-C102156,North,1.55,2
WH-E102157,WH-C102157,South,2.48,1
WH-W102158,WH-C102158,East,0.98,3
WH-C102159,WH-C102159,West,1.14,2
WH-N102160,WH-N102160,North,1.08,2
WH-S102161,WH-N102161,South,2.7,2
WH-E102162,WH-N102162,East,1.09,3
WH-W102163,WH-N102163,West,0.63,1
WH-C102164,WH-S102164,North,1.43,3
WH-N102165,WH-S102165,South,1.43,3
WH-S102166,WH-S102166,East,2.42,2
WH-E102167,WH-S102167,West,1.15,4
WH-W102168,WH-E102168,North,2.33,2
WH-C102169,WH-E102169,South,2.48,1
WH-N102170,WH-E102170,East,2.63,1
WH-S102171,WH-E102171,West,1.58,2
WH-E102172,WH-W102172,North,0.52,4
WH-W102173,WH-W102173,South,0.72,4
WH-C102174,WH-W102174,East,1.39,1
WH-N102175,WH-W102175,West,0.67,3
WH-S102176,WH-C102176,North,1.55,2
WH-E102177,WH-C102177,South,2.48,1
WH-W102178,WH-C102178,East,0.98,3
WH-C102179,WH-C102179,West,1.14,2
WH-N102180,WH-N102180,North,1.08,2
WH-S102181,WH-N102181,South,2.7,2
WH-E102182,WH-N102182,East,1.09,3
WH-W102183,WH-N102183,West,0.63,1
WH-C102184,WH-S102184,North,1.43,3
WH-N102185,WH-S102185,South,1.43,3
WH-S102186,WH-S102186,East,2.42,2
WH-E102187,WH-S102187,West,1.15,4
WH-W102188,WH-E102188,North,2.33,2
WH-C102189,WH-E102189,South,2.48,1
WH-N102190,WH-E102190,East,2.63,1
WH-S102191,WH-E102191,West,1.58,2
WH-E102192,WH-W102192,North,0.52,4
WH-W102193,WH-W102193,South,0.72,4
WH-C102194,WH-W102194,East,1.39,1
WH-N102195,WH-W102195,West,0.67,3
WH-S102196,WH-C102196,North,1.55,2
WH-E102197,WH-C102197,South,2.48,1
WH-W102198,WH-C102198,East,0.98,3
WH-C102199,WH-C102199,West,1.14,2
WH-N102200,WH-N102200,North,1.08,2
WH-S102201,WH-N102201,South,2.7,2
WH-E102202,WH-N102202,East,1.09,3
WH-W102203,WH-N102203,West,0.63,1
WH-C102204,WH-S102204,North,1.43,3
WH-N102205,WH-S102205,South,1.43,3
WH-S102206,WH-S102206,East,2.42,2
WH-E102207,WH-S102207,West,1.15,4
WH-W102208,WH-E102208,North,2.33,2
WH-C102209,WH-E102209,South,2.48,1
WH-N102210,WH-E102210,East,2.63,1
WH-S102211,WH-E102211,West,1.58,2
WH-E102212,WH-W102212,North,0.52,4
WH-W102213,WH-W102213,South,0.72,4
WH-C102214,WH-W102214,East,1.39,1
WH-N102215,WH-W102215,West,0.67,3
WH-S102216,WH-C102216,North,1.55,2
WH-E102217,WH-C102217,South,2.48,1
WH-W102218,WH-C102218,East,0.98,3
WH-C102219,WH-C102219,West,1.14,2
WH-N102220,WH-N102220,North,1.08,2
WH-S102221,WH-N102221,South,2.7,2
WH-E102222,WH-N102222,East,1.09,3
WH-W102223,WH-N102223,West,0.63,1
WH-C102224,WH-S102224,North,1.43,3
WH-N102225,WH-S102225,South,1.43,3
WH-S102226,WH-S102226,East,2.42,2
WH-E102227,WH-S102227,West,1.15,4
WH-W102228,WH-E102228,North,2.33,2
WH-C102229,WH-E102229,South,2.48,1
WH-N102230,WH-E102230,East,2.63,1
WH-S102231,WH-E102231,West,1.58,2
WH-E102232,WH-W102232,North,0.52,4
WH-W102233,WH-W102233,South,0.72,4
WH-C102234,WH-W102234,East,1.39,1
WH-N102235,WH-W102235,West,0.67,3
WH-S102236,WH-C102236,North,1.55,2
WH-E102237,WH-C102237,South,2.48,1
WH-W102238,WH-C102238,East,0.98,3
WH-C102239,WH-C102239,West,1.14,2
WH-N102240,WH-N102240,North,1.08,2
WH-S102241,WH-N102241,South,2.7,2
WH-E102242,WH-N102242,East,1.09,3
WH-W102243,WH-N102243,West,0.63,1
WH-C102244,WH-S102244,North,1.43,3
WH-N102245,WH-S102245,South,1.43,3
WH-S102246,WH-S102246,East,2.42,2
WH-E102247,WH-S102247,West,1.15,4
WH-W102248,WH-E102248,North,2.33,2
WH-C102249,WH-E102249,South,2.48,1
WH-N102250,WH-E102250,East,2.63,1
WH-S102251,WH-E102251,West,1.58,2
WH-E102252,WH-W102252,North,0.52,4
WH-W102253,WH-W102253,South,0.72,4
WH-C102254,WH-W102254,East,1.39,1
WH-N102255,WH-W102255,West,0.67,3
WH-S102256,WH-C102256,North,1.55,2
WH-E102257,WH-C102257,South,2.48,1
WH-W102258,WH-C102258,East,0.98,3
WH-C102259,WH-C102259,West,1.14,2
WH-N102260,WH-N102260,North,1.08,2
WH-S102261,WH-N102261,South,2.7,2
WH-E102262,WH-N102262,East,1.09,3
WH-W102263,WH-N102263,West,0.63,1
WH-C102264,WH-S102264,North,1.43,3
WH-N102265,WH-S102265,South,1.43,3
WH-S102266,WH-S102266,East,2.42,2
WH-E102267,WH-S102267,West,1.15,4
WH-W102268,WH-E102268,North,2.33,2
WH-C102269,WH-E102269,South,2.48,1
WH-N102270,WH-E102270,East,2.63,1
WH-S102271,WH-E102271,West,1.58,2
WH-E102272,WH-W102272,North,0.52,4
WH-W102273,WH-W102273,South,0.72,4
WH-C102274,WH-W102274,East,1.39,1
WH-N102275,WH-W102275,West,0.67,3
WH-S102276,WH-C102276,North,1.55,2
WH-E102277,WH-C102277,South,2.48,1
WH-W102278,WH-C102278,East,0.98,3
WH-C102279,WH-C102279,West,1.14,2
WH-N102280,WH-N102280,North,1.08,2
WH-S102281,WH-N102281,South,2.7,2
WH-E102282,WH-N102282,East,1.09,3
WH-W102283,WH-N102283,West,0.63,1
WH-C102284,WH-S102284,North,1.43,3
WH-N102285,WH-S102285,South,1.43,3
WH-S102286,WH-S102286,East,2.42,2
WH-E102287,WH-S102287,West,1.15,4
WH-W102288,WH-E102288,North,2.33,2
WH-C102289,WH-E102289,South,2.48,1
WH-N102290,WH-E102290,East,2.63,1
WH-S102291,WH-E102291,West,1.58,2
WH-E102292,WH-W102292,North,0.52,4
WH-W102293,WH-W102293,South,0.72,4
WH-C102294,WH-W102294,East,1.39,1
WH-N102295,WH-W102295,West,0.67,3
WH-S102296,WH-C102296,North,1.55,2
WH-E102297,WH-C102297,South,2.48,1
WH-W102298,WH-C102298,East,0.98,3
WH-C102299,WH-C102299,West,1.14,2
WH-N102300,WH-N102300,North,1.08,2
WH-S102301,WH-N102301,South,2.7,2
WH-E102302,WH-N102302,East,1.09,3
WH-W102303,WH-N102303,West,0.63,1
WH-C102304,WH-S102304,North,1.43,3
WH-N102305,WH-S102305,South,1.43,3
WH-S102306,WH-S102306,East,2.42,2
WH-E102307,WH-S102307,West,1.15,4
WH-W102308,WH-E102308,North,2.33,2
WH-C102309,WH-E102309,South,2.48,1
WH-N102310,WH-E102310,East,2.63,1
WH-S102311,WH-E102311,West,1.58,2
WH-E102312,WH-W102312,North,0.52,4
WH-W102313,WH-W102313,South,0.72,4
WH-C102314,WH-W102314,East,1.39,1
WH-N102315,WH-W102315,West,0.67,3
WH-S102316,WH-C102316,North,1.55,2
WH-E102317,WH-C102317,South,2.48,1
WH-W102318,WH-C102318,East,0.98,3
WH-C102319,WH-C102319,West,1.14,2
WH-N102320,WH-N102320,North,1.08,2
WH-S102321,WH-N102321,South,2.7,2
WH-E102322,WH-N102322,East,1.09,3
WH-W102323,WH-N102323,West,0.63,1
WH-C102324,WH-S102324,North,1.43,3
WH-N102325,WH-S102325,South,1.43,3
WH-S102326,WH-S102326,East,2.42,2
WH-E102327,WH-S102327,West,1.15,4
WH-W102328,WH-E102328,North,2.33,2
WH-C102329,WH-E102329,South,2.48,1
WH-N102330,WH-E102330,East,2.63,1
WH-S102331,WH-E102331,West,1.58,2
WH-E102332,WH-W102332,North,0.52,4
WH-W102333,WH-W102333,South,0.72,4
WH-C102334,WH-W102334,East,1.39,1
WH-N102335,WH-W102335,West,0.67,3
WH-S102336,WH-C102336,North,1.55,2
WH-E102337,WH-C102337,South,2.48,1
WH-W102338,WH-C102338,East,0.98,3
WH-C102339,WH-C102339,West,1.14,2
WH-N102340,WH-N102340,North,1.08,2
WH-S102341,WH-N102341,South,2.7,2
WH-E102342,WH-N102342,East,1.09,3
WH-W102343,WH-N102343,West,0.63,1
WH-C102344,WH-S102344,North,1.43,3
WH-N102345,WH-S102345,South,1.43,3
WH-S102346,WH-S102346,East,2.42,2
WH-E102347,WH-S102347,West,1.15,4
WH-W102348,WH-E102348,North,2.33,2
WH-C102349,WH-E102349,South,2.48,1
WH-N102350,WH-E102350,East,2.63,1
WH-S102351,WH-E102351,West,1.58,2
WH-E102352,WH-W102352,North,0.52,4
WH-W102353,WH-W102353,South,0.72,4
WH-C102354,WH-W102354,East,1.39,1
WH-N102355,WH-W102355,West,0.67,3
WH-S102356,WH-C102356,North,1.55,2
WH-E102357,WH-C102357,South,2.48,1
WH-W102358,WH-C102358,East,0.98,3
WH-C102359,WH-C102359,West,1.14,2
WH-N102360,WH-N102360,North,1.08,2
WH-S102361,WH-N102361,South,2.7,2
WH-E102362,WH-N102362,East,1.09,3
WH-W102363,WH-N102363,West,0.63,1
WH-C102364,WH-S102364,North,1.43,3
WH-N102365,WH-S102365,South,1.43,3
WH-S102366,WH-S102366,East,2.42,2
WH-E102367,WH-S102367,West,1.15,4
WH-W102368,WH-E102368,North,2.33,2
WH-C102369,WH-E102369,South,2.48,1
WH-N102370,WH-E102370,East,2.63,1
WH-S102371,WH-E102371,West,1.58,2
WH-E102372,WH-W102372,North,0.52,4
WH-W102373,WH-W102373,South,0.72,4
WH-C102374,WH-W102374,East,1.39,1
WH-N102375,WH-W102375,West,0.67,3
WH-S102376,WH-C102376,North,1.55,2
WH-E102377,WH-C102377,South,2.48,1
WH-W102378,WH-C102378,East,0.98,3
WH-C102379,WH-C102379,West,1.14,2
WH-N102380,WH-N102380,North,1.08,2
WH-S102381,WH-N102381,South,2.7,2
WH-E102382,WH-N102382,East,1.09,3
WH-W102383,WH-N102383,West,0.63,1
WH-C102384,WH-S102384,North,1.43,3
WH-N102385,WH-S102385,South,1.43,3
WH-S102386,WH-S102386,East,2.42,2
WH-E102387,WH-S102387,West,1.15,4
WH-W102388,WH-E102388,North,2.33,2
WH-C102389,WH-E102389,South,2.48,1
WH-N102390,WH-E102390,East,2.63,1
WH-S102391,WH-E102391,West,1.58,2
WH-E102392,WH-W102392,North,0.52,4
WH-W102393,WH-W102393,South,0.72,4
WH-C102394,WH-W102394,East,1.39,1
WH-N102395,WH-W102395,West,0.67,3
WH-S102396,WH-C102396,North,1.55,2
WH-E102397,WH-C102397,South,2.48,1
WH-W102398,WH-C102398,East,0.98,3
WH-C102399,WH-C102399,West,1.14,2
WH-N102400,WH-N102400,North,1.08,2
WH-S102401,WH-N102401,South,2.7,2
WH-E102402,WH-N102402,East,1.09,3
WH-W102403,WH-N102403,West,0.63,1
WH-C102404,WH-S102404,North,1.43,3
WH-N102405,WH-S102405,South,1.43,3
WH-S102406,WH-S102406,East,2.42,2
WH-E102407,WH-S102407,West,1.15,4
WH-W102408,WH-E102408,North,2.33,2
WH-C102409,WH-E102409,South,2.48,1
WH-N102410,WH-E102410,East,2.63,1
WH-S102411,WH-E102411,West,1.58,2
WH-E102412,WH-W102412,North,0.52,4
WH-W102413,WH-W102413,South,0.72,4
WH-C102414,WH-W102414,East,1.39,1
WH-N102415,WH-W102415,West,0.67,3
WH-S102416,WH-C102416,North,1.55,2
WH-E102417,WH-C102417,South,2.48,1
WH-W102418,WH-C102418,East,0.98,3
WH-C102419,WH-C102419,West,1.14,2
WH-N102420,WH-N102420,North,1.08,2
WH-S102421,WH-N102421,South,2.7,2
WH-E102422,WH-N102422,East,1.09,3
WH-W102423,WH-N102423,West,0.63,1
WH-C102424,WH-S102424,North,1.43,3
WH-N102425,WH-S102425,South,1.43,3
WH-S102426,WH-S102426,East,2.42,2
WH-E102427,WH-S102427,West,1.15,4
WH-W102428,WH-E102428,North,2.33,2
WH-C102429,WH-E102429,South,2.48,1
WH-N102430,WH-E102430,East,2.63,1
WH-S102431,WH-E102431,West,1.58,2
WH-E102432,WH-W102432,North,0.52,4
WH-W102433,WH-W102433,South,0.72,4
WH-C102434,WH-W102434,East,1.39,1
WH-N102435,WH-W102435,West,0.67,3
WH-S102436,WH-C102436,North,1.55,2
WH-E102437,WH-C102437,South,2.48,1
WH-W102438,WH-C102438,East,0.98,3
WH-C102439,WH-C102439,West,1.14,2
WH-N102440,WH-N102440,North,1.08,2
WH-S102441,WH-N102441,South,2.7,2
WH-E102442,WH-N102442,East,1.09,3
WH-W102443,WH-N102443,West,0.63,1
WH-C102444,WH-S102444,North,1.43,3
WH-N102445,WH-S102445,South,1.43,3
WH-S102446,WH-S102446,East,2.42,2
WH-E102447,WH-S102447,West,1.15,4
WH-W102448,WH-E102448,North,2.33,2
WH-C102449,WH-E102449,South,2.48,1
WH-N102450,WH-E102450,East,2.63,1
WH-S102451,WH-E102451,West,1.58,2
WH-E102452,WH-W102452,North,0.52,4
WH-W102453,WH-W102453,South,0.72,4
WH-C102454,WH-W102454,East,1.39,1
WH-N102455,WH-W102455,West,0.67,3
WH-S102456,WH-C102456,North,1.55,2
WH-E102457,WH-C102457,South,2.48,1
WH-W102458,WH-C102458,East,0.98,3
WH-C102459,WH-C102459,West,1.14,2
WH-N102460,WH-N102460,North,1.08,2
WH-S102461,WH-N102461,South,2.7,2
WH-E102462,WH-N102462,East,1.09,3
WH-W102463,WH-N102463,West,0.63,1
WH-C102464,WH-S102464,North,1.43,3
WH-N102465,WH-S102465,South,1.43,3
WH-S102466,WH-S102466,East,2.42,2
WH-E102467,WH-S102467,West,1.15,4
WH-W102468,WH-E102468,North,2.33,2
WH-C102469,WH-E102469,South,2.48,1
WH-N102470,WH-E102470,East,2.63,1
WH-S102471,WH-E102471,West,1.58,2
WH-E102472,WH-W102472,North,0.52,4
WH-W102473,WH-W102473,South,0.72,4
WH-C102474,WH-W102474,East,1.39,1
WH-N102475,WH-W102475,West,0.67,3
WH-S102476,WH-C102476,North,1.55,2
WH-E102477,WH-C102477,South,2.48,1
WH-W102478,WH-C102478,East,0.98,3
WH-C102479,WH-C102479,West,1.14,2
WH-N102480,WH-N102480,North,1.08,2
WH-S102481,WH-N102481,South,2.7,2
WH-E102482,WH-N102482,East,1.09,3
WH-W102483,WH-N102483,West,0.63,1
WH-C102484,WH-S102484,North,1.43,3
WH-N102485,WH-S102485,South,1.43,3
WH-S102486,WH-S102486,East,2.42,2
WH-E102487,WH-S102487,West,1.15,4
WH-W102488,WH-E102488,North,2.33,2
WH-C102489,WH-E102489,South,2.48,1
WH-N102490,WH-E102490,East,2.63,1
WH-S102491,WH-E102491,West,1.58,2
WH-E102492,WH-W102492,North,0.52,4
WH-W102493,WH-W102493,South,0.72,4
WH-C102494,WH-W102494,East,1.39,1
WH-N102495,WH-W102495,West,0.67,3
WH-S102496,WH-C102496,North,1.55,2
WH-E102497,WH-C102497,South,2.48,1
WH-W102498,WH-C102498,East,0.98,3
WH-C102499,WH-C102499,West,1.14,2
WH-N102500,WH-N102500,North,1.08,2
WH-S102501,WH-N102501,South,2.7,2
WH-E102502,WH-N102502,East,1.09,3
WH-W102503,WH-N102503,West,0.63,1
WH-C102504,WH-S102504,North,1.43,3
WH-N102505,WH-S102505,South,1.43,3
WH-S102506,WH-S102506,East,2.42,2
WH-E102507,WH-S102507,West,1.15,4
WH-W102508,WH-E102508,North,2.33,2
WH-C102509,WH-E102509,South,2.48,1
WH-N102510,WH-E102510,East,2.63,1
WH-S102511,WH-E102511,West,1.58,2
WH-E102512,WH-W102512,North,0.52,4
WH-W102513,WH-W102513,South,0.72,4
WH-C102514,WH-W102514,East,1.39,1
WH-N102515,WH-W102515,West,0.67,3
WH-S102516,WH-C102516,North,1.55,2
WH-E102517,WH-C102517,South,2.48,1
WH-W102518,WH-C102518,East,0.98,3
WH-C102519,WH-C102519,West,1.14,2
WH-N102520,WH-N102520,North,1.08,2
WH-S102521,WH-N102521,South,2.7,2
WH-E102522,WH-N102522,East,1.09,3
WH-W102523,WH-N102523,West,0.63,1
WH-C102524,WH-S102524,North,1.43,3
WH-N102525,WH-S102525,South,1.43,3
WH-S102526,WH-S102526,East,2.42,2
WH-E102527,WH-S102527,West,1.15,4
WH-W102528,WH-E102528,North,2.33,2
WH-C102529,WH-E102529,South,2.48,1
WH-N102530,WH-E102530,East,2.63,1
WH-S102531,WH-E102531,West,1.58,2
WH-E102532,WH-W102532,North,0.52,4
WH-W102533,WH-W102533,South,0.72,4
